Metric,Value
address1,Globe House
address2,4 Temple Place
city,London
zip,WC2R 2PG
country,United Kingdom
phone,44 20 7845 1000
fax,44 20 7845 2118
website,https://www.bat.com
industry,Tobacco
industryKey,tobacco
industryDisp,Tobacco
sector,Consumer Defensive
sectorKey,consumer-defensive
sectorDisp,Consumer Defensive
longBusinessSummary,"British American Tobacco p.l.c. provides tobacco and nicotine products to consumers in the Americas, Europe, the Asia-Pacific, the Middle East, Africa, and the United States. It offers vapour, heated, and modern oral nicotine products; combustible cigarettes; and traditional oral products, such as snus and moist snuff. The company provides its products under the Vuse, glo, Velo, Grizzly, Kodiak, Dunhill, Kent, Lucky Strike, Pall Mall, Rothmans, Newport, Natural American Spirit, and Camel brands. The company distributes its products to retail outlets. British American Tobacco p.l.c. was founded in 1902 and is based in London, the United Kingdom."
fullTimeEmployees,48989
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Tadeu Luiz Marroco', 'age': 58, 'title': 'CEO, Member of Management Board & Executive Director', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 4490000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Soraya  Benchikh', 'age': 55, 'title': 'CFO, Member of Management Board & Executive Director', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 4781000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Waterfield', 'age': 51, 'title': 'Member of Management Board', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Kingsley  Wheaton', 'age': 51, 'title': 'Chief Corporate Officer & Member of Management Board', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Johan  Vandermeulen', 'age': 56, 'title': 'COO & Member of Management Board', 'yearBorn': 1968, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jerome B. Abelman', 'age': 60, 'title': 'Director of Legal, General Counsel & Member of Management Board', 'yearBorn': 1964, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul  McCrory', 'age': 52, 'title': 'Director of Corporate & Regulatory Affairs and Member of Management Board', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James  Barrett', 'age': 49, 'title': 'Director of Business Development & Member of Management Board', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Luciano  Comin', 'age': 53, 'title': 'CMO & Member of Management Board', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Mihovil  Dijanosic', 'age': 51, 'title': 'Regional Director of Asia-Pacific, Middle East & Africa and Member of Management Board', 'yearBorn': 1973, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,3
boardRisk,1
compensationRisk,4
shareHolderRightsRisk,1
overallRisk,1
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,3530.0
open,3542.0
dayLow,3525.0
dayHigh,3558.0
regularMarketPreviousClose,3530.0
regularMarketOpen,3542.0
regularMarketDayLow,3525.0
regularMarketDayHigh,3558.0
dividendRate,2.4
dividendYield,6.94
exDividendDate,1759363200
payoutRatio,1.7318
fiveYearAvgDividendYield,7.92
beta,0.151
trailingPE,26.05147
forwardPE,0.0952906
volume,1731741
regularMarketVolume,1731741
averageVolume,6153584
averageVolume10days,4852772
averageDailyVolume10Day,4852772
bid,3540.0
ask,3541.0
bidSize,0
askSize,0
marketCap,77526155264
fiftyTwoWeekLow,2443.0
fiftyTwoWeekHigh,3684.0
priceToSalesTrailing12Months,2.9971066
fiftyDayAverage,3374.66
