Metric,Value
address1,2187 Atlantic Street
city,Stamford
state,CT
zip,06902
country,United States
phone,203 517 3100
website,https://www.isg-one.com
industry,Information Technology Services
industryKey,information-technology-services
industryDisp,Information Technology Services
sector,Technology
sectorKey,technology
sectorDisp,Technology
longBusinessSummary,"Information Services Group, Inc., together with its subsidiaries, operates as an artificial intelligence (AI) centered technology research and advisory company in the Americas, Europe, and the Asia Pacific. It offers digital transformation services, including sourcing advisory and cloud and data analytics; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. The company also provides ISG Digital, a client solution platform focused on developing technology, transformation, sourcing, and digital solutions; ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in such areas as finance, human resource, and training. In addition, it offers ISG Research; ISG Network and Software Advisory services; and ISG GovernX and ISG Tango software platforms. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was incorporated in 2006 and is based in Stamford, Connecticut."
fullTimeEmployees,1300
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Michael P. Connors', 'age': 69, 'title': 'Chairman & CEO', 'yearBorn': 1955, 'fiscalYear': 2024, 'totalPay': 2036197, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael A. Sherrick', 'age': 51, 'title': 'CFO & Executive VP', 'yearBorn': 1973, 'fiscalYear': 2024, 'totalPay': 739500, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Todd D. Lavieri', 'age': 61, 'title': 'Vice Chairman & President of ISG Americas and Asia Pacific', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 1064000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathy  Rudy', 'title': 'Partner, Chief Data & Analytics and Head of ISG Data, Analytics & Technology Office', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard L. Fogel', 'title': 'VP of Law & Americas General Councel', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tom  Werner', 'title': 'Sales Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Thomas S. Kucinski', 'age': 60, 'title': 'Executive VP & Chief Human Resources Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'totalPay': 410000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steven E. Hall', 'title': 'President of ISG EMEA & Chief AI Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Todd  Dreger', 'title': 'President of ISG Enterprise Growth & Chair of ISG GovernX®', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Paul Norman Gottsegen', 'age': 61, 'title': 'Partner & President of ISG Client Experience', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,3
boardRisk,6
compensationRisk,4
shareHolderRightsRisk,4
overallRisk,4
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,4.99
open,5.0
dayLow,5.0
dayHigh,5.15
regularMarketPreviousClose,4.99
regularMarketOpen,5.0
regularMarketDayLow,5.0
regularMarketDayHigh,5.15
dividendRate,0.18
dividendYield,3.75
exDividendDate,1749168000
payoutRatio,1.125
beta,1.242
trailingPE,31.937502
forwardPE,15.029412
volume,230550
regularMarketVolume,230550
averageVolume,185563
averageVolume10days,262350
