Metric,Value
address1,79 New Oxford Street
city,London
zip,WC1A 1DG
country,United Kingdom
phone,44 20 8047 5000
website,https://www.gsk.com
industry,Drug Manufacturers - General
industryKey,drug-manufacturers-general
industryDisp,Drug Manufacturers - General
sector,Healthcare
sectorKey,healthcare
sectorDisp,Healthcare
longBusinessSummary,"GSK plc, together with its subsidiaries, engages in the research, development, and manufacture of vaccines, specialty medicines, and general medicines to prevent and treat disease in the United Kingdom, the United States, and internationally. It operates through Commercial Operations and Total R&D segments. The company offers specialty medicines that include oncology, respiratory/immunology, inflammation, and inhaled medicines for HIV, respiratory eosinophildriven diseases, lupus and lupus nephritis, ovarian cancer, and endometrial cancer. It also provides vaccines for Shingles, Meningitis, RSV, Seasonal Influenza, Hepatitis, Diphtheria, Tetanus, Acellular Pertussis, Rotavirus, Pertussis, Polio, Haemophilus, Invasive Diseases, Pneumonia, Acute Otitis Media, Measles, Mumps, Rubella and Chickenpox, and Human Papilloma Virus. Additionally, the company offers general medicines for asthma, COPD, bacterial infection, benign prostatic hyperplasia, allergic rhinitis, and inflammatory skin conditions. It has a collaboration agreement with CureVac to develop mRNA vaccines for infectious diseases. The company was formerly known as GlaxoSmithKline plc and changed its name to GSK plc in May 2022. GSK plc was founded in 1715 and is headquartered in London, United Kingdom."
fullTimeEmployees,68629
companyOfficers,"[{'maxAge': 1, 'name': 'Ms. Emma Natasha Walmsley', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 6167928, 'exercisedValue': 1188039, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Julie Belita Brown A.C.A.', 'age': 62, 'title': 'CFO & Executive Director', 'yearBorn': 1962, 'fiscalYear': 2024, 'totalPay': 5715210, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Jesse L. Goodman M.D., M.P.H.', 'age': 73, 'title': 'Scientific & Medical Expert', 'yearBorn': 1951, 'fiscalYear': 2024, 'totalPay': 228000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Shobie  Ramakrishnan', 'age': 53, 'title': 'Chief Digital & Technology Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tony  Wood', 'title': 'Chief Scientific Officer and Head of R&D', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. James  Ford', 'title': 'Senior VP & Group General Counsel of Legal & Compliance', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sally  Jackson', 'title': 'Senior VP of Global Communications & CEO Office', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David Simon Redfern BSc (Hons), CA', 'age': 58, 'title': 'President of Corporate Development', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Diana  Conrad', 'title': 'Chief People Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Philip C. Thomson', 'title': 'President of Global Affairs', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
compensationAsOfEpochDate,1735603200
irWebsite,http://www.gsk.com/investors.html
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,38.51
open,38.37
dayLow,37.93
dayHigh,38.585
regularMarketPreviousClose,38.51
regularMarketOpen,38.37
regularMarketDayLow,37.93
regularMarketDayHigh,38.585
dividendRate,1.6
dividendYield,4.17
exDividendDate,1747353600
payoutRatio,0.7984
fiveYearAvgDividendYield,4.76
beta,0.274
trailingPE,18.267944
forwardPE,8.879069
volume,3002585
regularMarketVolume,3002585
averageVolume,5382942
averageVolume10days,5068750
averageDailyVolume10Day,5068750
bid,38.22
ask,38.23
bidSize,2
askSize,8
marketCap,77212180480
fiftyTwoWeekLow,31.72
fiftyTwoWeekHigh,44.67
priceToSalesTrailing12Months,2.4489257
fiftyDayAverage,38.9332
twoHundredDayAverage,37.2053
trailingAnnualDividendRate,0.62
trailingAnnualDividendYield,0.016099716
currency,USD
tradeable,False
enterpriseValue,170281680896
profitMargins,0.1
floatShares,3947163260
sharesOutstanding,2022320000
sharesShort,16477295
sharesShortPriorMonth,16757180
sharesShortPreviousMonthDate,1747267200
dateShortInterest,1749772800
sharesPercentSharesOut,0.0081
heldPercentInsiders,0.00059999997
heldPercentInstitutions,0.18199
shortRatio,3.41
shortPercentOfFloat,0.0081
impliedSharesOutstanding,2054720000
bookValue,3.466
priceToBook,11.01558
lastFiscalYearEnd,1735603200
nextFiscalYearEnd,1767139200
mostRecentQuarter,1743379200
earningsQuarterlyGrowth,0.553
netIncomeToCommon,3152999936
trailingEps,2.09
forwardEps,4.3
lastSplitFactor,1226:1000
lastSplitDate,1658448000
enterpriseToRevenue,5.401
enterpriseToEbitda,19.677
52WeekChange,-0.0136915445
SandP52WeekChange,0.12677538
lastDividendValue,0.429
lastDividendDate,1747353600
quoteType,EQUITY
currentPrice,38.18
targetHighPrice,58.0
targetLowPrice,35.25
targetMeanPrice,41.71875
targetMedianPrice,40.5
recommendationMean,3.125
recommendationKey,hold
numberOfAnalystOpinions,8
totalCash,4485000192
totalCashPerShare,1.098
ebitda,8654000128
totalDebt,18432000000
quickRatio,0.575
currentRatio,0.868
totalRevenue,31529000960
debtToEquity,134.993
revenuePerShare,15.448
returnOnAssets,0.06554
returnOnEquity,0.27095
grossProfits,22674999296
