Metric,Value
address1,Aegonplein 50
city,The Hague
zip,2591 TV
country,Netherlands
phone,31 70 344 3210
website,https://www.aegon.com
industry,Insurance - Diversified
industryKey,insurance-diversified
industryDisp,Insurance - Diversified
sector,Financial Services
sectorKey,financial-services
sectorDisp,Financial Services
longBusinessSummary,"Aegon Ltd. provides insurance, pensions, retirement, and asset management services in the Americas, the Netherlands, the United Kingdom, and internationally. It offers life, accident, property and casualty, and health insurance; annuities, retirement plans, mutual funds, and stable value solutions; commercial and residential mortgage loans; digital saving services; retail and institutional investment management solutions; and investment vehicles. The company provides its products under the Transamerica and World Financial Group brands. Aegon Ltd. was founded in 1844 and is headquartered in The Hague, the Netherlands."
fullTimeEmployees,15582
