Metric,Value
address1,25 Gresham Street
city,London
zip,EC2V 7HN
country,United Kingdom
phone,44 20 7626 1500
website,https://www.lloydsbankinggroup.com
industry,Banks - Regional
industryKey,banks-regional
industryDisp,Banks - Regional
sector,Financial Services
sectorKey,financial-services
sectorDisp,Financial Services
longBusinessSummary,"Lloyds Banking Group plc, together with its subsidiaries, provides a range of banking and financial products and services in the United Kingdom and internationally. The company operates through three segments: Retail; Commercial Banking; and Insurance, Pensions and Investments. The Retail segment offers a range of financial service products, including current accounts, savings, mortgages, motor finance, unsecured loans, and leasing solutions, as well as credit cards to personal customers. The Commercial Banking segment provides lending, transactional banking, working capital management, risk management, and debt financing services to small and medium businesses, corporates, and institutions. The Insurance, Pensions and Investments segment offers insurance, investment, and pension management products and services. It also provides digital banking services. The company offers its products and services under the Lloyds Bank, Halifax, Bank of Scotland, Scottish Widows, MBNA, Schroders Personal Wealth, Black Horse, Lex Autolease, Birmingham Midshires, LDC, AMC, Embark Group, Lloyds Living, IWeb, Cavendish Online, HGP, and Tusker brand names. Lloyds Banking Group plc was founded in 1695 and is based in London, the United Kingdom."
fullTimeEmployees,61228
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Charles Alan Nunn', 'age': 53, 'title': 'Group Chief Executive & Executive Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 2525000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. William Leon David Chalmers', 'age': 56, 'title': 'Group CFO & Executive Director', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1846000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ron van Kemenade', 'title': 'Group Chief Operating Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Carla A. S. Antunes Da Silva', 'age': 50, 'title': 'Director of Group Strategy, Corporate Development & Investor Relations', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Catherine Lucy Cheetham', 'age': 61, 'title': 'Chief Legal Officer & Company Secretary', 'yearBorn': 1963, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Matt  Smith', 'title': 'Head of Media Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Suresh  Balaji', 'title': 'Chief Marketing Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Sharon  Doherty', 'age': 55, 'title': 'Chief People & Places Officer', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Chris  Sood-Nicholls', 'title': 'Head of Global Services & MD', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Stephen  Shelley', 'title': 'Group Chief Risk Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,1
boardRisk,1
compensationRisk,3
shareHolderRightsRisk,10
overallRisk,1
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,75.88
open,75.6
dayLow,75.02
dayHigh,76.06
regularMarketPreviousClose,75.88
regularMarketOpen,75.6
regularMarketDayLow,75.02
regularMarketDayHigh,76.06
dividendRate,0.03
dividendYield,4.13
exDividendDate,1744243200
payoutRatio,0.4677
fiveYearAvgDividendYield,4.49
beta,1.088
trailingPE,12.56
forwardPE,0.108120516
volume,65462530
regularMarketVolume,65462530
averageVolume,138815739
averageVolume10days,106881925
averageDailyVolume10Day,106881925
bid,75.1
ask,75.12
bidSize,0
askSize,0
marketCap,45097607168
fiftyTwoWeekLow,47.43
fiftyTwoWeekHigh,79.19
priceToSalesTrailing12Months,2.5683472
fiftyDayAverage,75.468
twoHundredDayAverage,64.8774
trailingAnnualDividendRate,0.032
trailingAnnualDividendYield,0.00042171855
currency,GBp
tradeable,False
enterpriseValue,-118477234176
profitMargins,0.24819
floatShares,56829452550
sharesOutstanding,59842899968
heldPercentInsiders,0.00091
heldPercentInstitutions,0.55296004
impliedSharesOutstanding,62190301184
bookValue,0.789
priceToBook,95.51331
lastFiscalYearEnd,1735603200
nextFiscalYearEnd,1767139200
mostRecentQuarter,1743379200
earningsQuarterlyGrowth,-0.059
netIncomeToCommon,3860000000
trailingEps,0.06
forwardEps,6.97
lastSplitFactor,41:40
lastSplitDate,1242000000
enterpriseToRevenue,-6.747
52WeekChange,0.27685535
SandP52WeekChange,0.12677538
lastDividendValue,0.0211
lastDividendDate,1744243200
quoteType,EQUITY
currentPrice,75.36
targetHighPrice,100.0
targetLowPrice,52.999996
targetMeanPrice,80.176
targetMedianPrice,78.0
recommendationMean,2.41176
recommendationKey,buy
numberOfAnalystOpinions,17
totalCash,299050991616
totalCashPerShare,4.936
totalDebt,134101999616
totalRevenue,17558999040
revenuePerShare,0.285
returnOnEquity,0.09239
grossProfits,17558999040
earningsGrowth,-0.007
revenueGrowth,0.012
grossMargins,0.0
ebitdaMargins,0.0
operatingMargins,0.34595
financialCurrency,GBP
symbol,LLOY.L
language,en-US
region,US
typeDisp,Equity
quoteSourceName,Delayed Quote
triggerable,False
customPriceAlertConfidence,LOW
shortName,LLOYDS BANKING GROUP PLC ORD 10
marketState,CLOSED
corporateActions,[]
regularMarketTime,1751643304
exchange,LSE
messageBoardId,finmb_670064
exchangeTimezoneName,Europe/London
exchangeTimezoneShortName,BST
gmtOffSetMilliseconds,3600000
market,gb_market
esgPopulated,False
regularMarketChangePercent,-0.68528813
regularMarketPrice,75.36
hasPrePostMarketData,False
fiftyDayAverageChange,-0.10800171
fiftyDayAverageChangePercent,-0.0014310927
twoHundredDayAverageChange,10.482597
twoHundredDayAverageChangePercent,0.16157548
sourceInterval,15
exchangeDataDelayedBy,15
