Metric,Value
address1,1 West First Avenue
city,Conshohocken
state,PA
zip,19428-1800
country,United States
phone,610 727 7000
website,https://www.cencora.com
industry,Medical Distribution
industryKey,medical-distribution
industryDisp,Medical Distribution
sector,Healthcare
sectorKey,healthcare
sectorDisp,Healthcare
longBusinessSummary,"Cencora, Inc. sources and distributes pharmaceutical products in the United States and internationally. The company's U.S. Healthcare Solutions segment distributes pharmaceuticals, over-the-counter healthcare products, home healthcare supplies and equipment, and related services to acute care hospitals and health systems, independent and chain retail pharmacies, mail order pharmacies, medical clinics, long-term care and alternate site pharmacies, and other customers; provides pharmacy management, staffing, and other consulting services; supply management software to retail and institutional healthcare providers; packaging solutions to institutional and retail healthcare providers; clinical trial support, product post-approval, and commercialization support services; data analytics, outcomes research, and other services for biotechnology and pharmaceutical manufacturers; pharmaceuticals, vaccines, parasiticides, diagnostics, micro feed ingredients, and other products to the companion animal and production animal markets; and sales force services to manufacturers. This segment also distributes plasma and other blood products, injectable pharmaceuticals, vaccines, and other specialty products; and offers other services to physicians who specialize in various disease states, such as oncology, as well as to other healthcare providers, including hospitals and dialysis clinics. Its International Healthcare Solutions segment provides international pharmaceutical wholesale and related service, and global commercialization services; distributes pharmaceuticals, other healthcare products, and related services to pharmacies, doctors, health centers, and hospitals; and offers specialty transportation and logistics services for the biopharmaceutical industry. The company was formerly known as AmerisourceBergen Corporation and changed its name to Cencora, Inc. in August 2023. Cencora, Inc. was founded in 1871 and is headquartered in Conshohocken, Pennsylvania."
fullTimeEmployees,42000
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Steven H. Collis', 'age': 63, 'title': 'Executive Chairman', 'yearBorn': 1961, 'fiscalYear': 2024, 'totalPay': 5975070, 'exercisedValue': 21296796, 'unexercisedValue': 30304940}, {'maxAge': 1, 'name': 'Dr. Robert P. Mauch Ph.D., PharmD', 'age': 57, 'title': 'President, CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2024, 'totalPay': 3253065, 'exercisedValue': 4930269, 'unexercisedValue': 6275954}, {'maxAge': 1, 'name': 'Mr. James F. Cleary Jr.', 'age': 61, 'title': 'Executive VP & CFO', 'yearBorn': 1963, 'fiscalYear': 2024, 'totalPay': 2403452, 'exercisedValue': 4563163, 'unexercisedValue': 10866288}, {'maxAge': 1, 'name': 'Ms. Elizabeth S. Campbell J.D.', 'age': 49, 'title': 'Executive VP & Chief Legal Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'totalPay': 1968477, 'exercisedValue': 586165, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Silvana  Battaglia', 'age': 56, 'title': 'Executive VP & Chief Human Resources Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 1719839, 'exercisedValue': 496354, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Lazarus  Krikorian', 'age': 59, 'title': 'Senior VP, Chief Accounting Officer & Corporate Controller', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pawan Singh Verma', 'age': 47, 'title': 'Executive VP and Chief Data & Information Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bennett S. Murphy', 'title': 'Senior VP, Head of Investor Relations & Treasury', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jennifer E. Dubas', 'title': 'Senior VP & Chief Compliance Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Tremonte', 'title': 'EVP and President of U.S. Pharmaceuticals & Animal Health', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,6
boardRisk,8
compensationRisk,2
shareHolderRightsRisk,7
overallRisk,5
governanceEpochDate,1748736000
