Metric,Value
address1,8 Bishopsgate
address2,Level 21
city,London
zip,EC2N 4BQ
country,United Kingdom
phone,44 207 871 3670
fax,44 207 235 6542
website,https://www.heliostowers.com
industry,Telecom Services
industryKey,telecom-services
industryDisp,Telecom Services
sector,Communication Services
sectorKey,communication-services
sectorDisp,Communication Services
longBusinessSummary,"Helios Towers plc, an independent tower company, acquires, builds, and operates telecommunications towers. The company offers colocation lease-up, build-to-suit, sale and leaseback, in-building, small cells/outdoor distributed antenna systems, and other managed services. It also provides passive infrastructure solutions, including site selection and preparation, maintenance, security, and power management; and engages in hosting of active equipment, such as antennae. The company operates a network of sites and tenancies in Tanzania, Senegal, Malawi, the Democratic Republic of Congo, Congo Brazzaville, South Africa, Ghana, Madagascar, and Oman. Helios Towers plc was founded in 2009 and is based in London, the United Kingdom."
fullTimeEmployees,758
