Metric,Value
address1,10 Paternoster Square
city,London
zip,EC4M 7LS
country,United Kingdom
phone,44 20 7797 1000
website,https://www.lseg.com
industry,Financial Data & Stock Exchanges
industryKey,financial-data-stock-exchanges
industryDisp,Financial Data & Stock Exchanges
sector,Financial Services
sectorKey,financial-services
sectorDisp,Financial Services
longBusinessSummary,"London Stock Exchange Group plc provides financial markets infrastructure and delivers financial data, analytics, news, and index products to customers in the United Kingdom and internationally. The company operates in five segments: Data & Analytics, FTSE Russell, Risk Intelligence, Capital Markets, and Post Trade. It operates a range of international markets, including equity, fixed income, exchange-traded funds and products, and foreign exchange markets through the London Stock Exchange, AIM, Turquoise, FXall, Matching, and Tradeweb. The company also provides information and data products, such as indexes, benchmarks, real-time pricing data, trade reporting, and reconciliation services; brokerage processing, risk solutions, professional services, and due diligence services; market trading services for equities, fixed income, interest rate derivatives, foreign exchange (FX) and other asset classes; and securities clearing, risk management, capital optimization, and regulatory reporting solutions, as well as settlement and other post trade services. In addition, it offers primary and secondary market services; contracts to develop capital market technology solutions; software licenses; network connections; and hosting services, as well as events and media services. The company was founded in 1698 and is headquartered in London, the United Kingdom."
fullTimeEmployees,26251
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. David Adam Schwimmer J.D.', 'age': 55, 'title': 'Interim Group Head of Data and Analytics, Group CEO & Executive Director', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 4670000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michel-Alain M. Proch', 'age': 54, 'title': 'CFO & Director', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 2449200, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Pascal  Boillat', 'age': 57, 'title': 'Chief Operating Officer', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Irfan  Hussain', 'title': 'Chief Information Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peregrine  Riviere', 'title': 'Group Head of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Catherine  Johnson', 'age': 55, 'title': 'Group General Counsel & Head of Compliance', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ron  Lefferts', 'title': 'Group Head of Sales & Account Management, Co-Head for Data and Analytics', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Steve  John', 'age': 50, 'title': 'Chief Corporate Affairs & Marketing Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Erica  Bourne', 'title': 'Chief People Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Claire  Dorrian', 'title': 'Head of London & Southern Region, UK Primary Markets, Capital Markets', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,1
boardRisk,5
compensationRisk,7
shareHolderRightsRisk,1
overallRisk,4
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,10785.0
open,10715.0
dayLow,10650.0
dayHigh,10732.286
regularMarketPreviousClose,10785.0
regularMarketOpen,10715.0
regularMarketDayLow,10650.0
regularMarketDayHigh,10732.286
dividendRate,1.3
dividendYield,1.22
exDividendDate,1744848000
payoutRatio,0.9398
fiveYearAvgDividendYield,1.14
beta,0.372
trailingPE,83.59375
forwardPE,0.27232006
volume,362989
regularMarketVolume,362989
averageVolume,1293472
averageVolume10days,1583417
averageDailyVolume10Day,1583417
bid,10680.0
ask,10685.0
marketCap,56319987712
fiftyTwoWeekLow,8982.0
fiftyTwoWeekHigh,12185.0
priceToSalesTrailing12Months,6.358093
fiftyDayAverage,11206.7
twoHundredDayAverage,11192.75
trailingAnnualDividendRate,1.3
trailingAnnualDividendYield,0.00012053778
currency,GBp
tradeable,False
enterpriseValue,65056198656
profitMargins,0.07733
floatShares,466688997
sharesOutstanding,526355008
heldPercentInsiders,0.046279997
heldPercentInstitutions,0.68777
impliedSharesOutstanding,532572992
bookValue,43.433
priceToBook,246.35646
lastFiscalYearEnd,1735603200
nextFiscalYearEnd,1767139200
mostRecentQuarter,1735603200
earningsQuarterlyGrowth,0.012
netIncomeToCommon,685000000
trailingEps,1.28
forwardEps,392.92
lastSplitFactor,6:7
lastSplitDate,1090800000
enterpriseToRevenue,7.344
enterpriseToEbitda,22.008
52WeekChange,0.15376318
SandP52WeekChange,0.12677538
lastDividendValue,0.89
lastDividendDate,1744848000
quoteType,EQUITY
currentPrice,10700.0
targetHighPrice,13800.0
targetLowPrice,11200.0
targetMeanPrice,12807.413
targetMedianPrice,13000.0
recommendationMean,1.58824
recommendationKey,buy
numberOfAnalystOpinions,17
totalCash,3475000064
totalCashPerShare,6.559
ebitda,2956000000
totalDebt,10042000384
quickRatio,0.008
currentRatio,1.002
totalRevenue,8858000384
debtToEquity,39.924
