Metric,Value
address1,1 Francis Crick Avenue
address2,Cambridge Biomedical Campus
city,Cambridge
zip,CB2 0AA
country,United Kingdom
phone,44 20 3749 5000
fax,44 1223 352 858
website,https://www.astrazeneca.com
industry,Drug Manufacturers - General
industryKey,drug-manufacturers-general
industryDisp,Drug Manufacturers - General
sector,Healthcare
sectorKey,healthcare
sectorDisp,Healthcare
longBusinessSummary,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacture, and commercialization of prescription medicines. The company offers Imjudo, Datroway, Iressa, Tagrisso, Imfinzi, Lynparza, Calquence, Enhertu, Orpathys, Truqap, Zoladex, Faslodex, Farxiga, Brilinta, Crestor, Seloken, Lokelma, Roxadustat, Andexxa, Wainua, Symbicort, Fasenra, Pulmicort, Breztri/Trixeo, Saphnelo, Tezspire, Airsupra, Ultomiris, Soliris, Strensiq, Koselugo, Kanuma, Atacand, Plendil, Modip, Splendil, Munobal, Flodil, Komboglyze, Qtern, Byetta, XIGDUO, Accolate, Accoleit, Vanticon, Beyfortus, Synagis, FluMist, tixagevimab and cilgavimab, and sipavibart. It also provides Bricanyl Respules, Eklira Genuair/Tudorza/Bretaris, Bricanyl Turbuhaler, Rhinocort, Bevespi Aerosphere, Daliresp/Daxas, Oxis Turbuhaler, Breztri Aerosphere, Duaklir Genuair, Kavigale, Evusheld, Fluenz/FluMist, and Voydeya. The company offers its products for ocology, cardiovascular, renal and metabolism, respiratory & immunology, vaccines and immune, and therapies rare diseases. It serves primary and specialty care physicians through distributors and local representative offices in the United Kingdom, the United States, Europe, and Asia. It has a strategic agreement with Tempus to develop the largest multimodal foundation model in oncology. The company has a collaboration agreement with IonQ, Inc. for the development of quantum-accelerated computational chemistry workflow for healthcare, life sciences, and chemistry; and a strategic research collaboration with CSPC Pharmaceutical Group Limited to advance the discovery and development of novel oral candidates, with the potential to treat diseases across multiple indications. AstraZeneca PLC was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom."
fullTimeEmployees,94300
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Pascal Claude Roland Soriot D.V.M., M.B.A.', 'age': 65, 'title': 'CEO & Executive Director', 'yearBorn': 1959, 'fiscalYear': 2024, 'totalPay': 7251705, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Aradhana  Sarin M.D.', 'age': 50, 'title': 'CFO & Executive Director', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 3517475, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Pam P. Cheng', 'age': 54, 'title': 'EVP of Global opt. & IT, Chief Sust. Officer and Member of External Sust.Adv. Board', 'yearBorn': 1970, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andrew P. Barnett', 'title': 'Head of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jeffrey  Pott J.D.', 'title': 'CHRO, Chief Compliance Officer, General Counsel & Member of External Sustainability Advisory Board', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Ruud  Dobber Ph.D.', 'title': 'Executive Vice-President of BioPharmaceuticals Business Unit', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Susan Mary Galbraith M.D., Ph.D.', 'age': 58, 'title': 'Executive Vice President of Oncology R&D', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Iskra  Reic', 'title': 'Executive Vice President of International', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Fredrickson', 'age': 49, 'title': 'Executive Vice-President of Oncology Haematology Business Unit', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Ruth  March', 'title': 'Senior VP of Precision Medicine - R&D Oncology', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,71.13
open,71.11
dayLow,69.18
dayHigh,71.16
regularMarketPreviousClose,71.13
regularMarketOpen,71.11
regularMarketDayLow,69.18
regularMarketDayHigh,71.16
dividendRate,1.55
dividendYield,2.22
exDividendDate,1740096000
payoutRatio,0.62369996
fiveYearAvgDividendYield,2.26
beta,0.173
trailingPE,27.891565
forwardPE,12.650273
volume,6762205
regularMarketVolume,6762205
averageVolume,5228727
averageVolume10days,4517760
averageDailyVolume10Day,4517760
bid,0.0
ask,0.0
bidSize,0
askSize,0
marketCap,215914496000
fiftyTwoWeekLow,61.24
fiftyTwoWeekHigh,87.68
