Metric,Value
address1,400 Burrard Street
address2,Suite 1860
city,Vancouver
state,BC
zip,V6C 3A6
country,Canada
phone,604 669 6227
fax,604 669 6272
website,https://www.novagold.com
industry,Gold
industryKey,gold
industryDisp,Gold
sector,Basic Materials
sectorKey,basic-materials
sectorDisp,Basic Materials
longBusinessSummary,"NovaGold Resources Inc. explores and develops gold mineral properties in the United States. Its principal asset owns 50% interest in the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim and Mt. McKinley Recording Districts. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada."
fullTimeEmployees,14
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Gregory A. Lang', 'age': 69, 'title': 'President, CEO & Non-Independent Director', 'yearBorn': 1955, 'fiscalYear': 2024, 'totalPay': 1906112, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Peter  Adamek C.F.A.', 'age': 48, 'title': 'CFO & VP', 'yearBorn': 1976, 'fiscalYear': 2024, 'totalPay': 907506, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard  Williams', 'age': 63, 'title': 'VP & COO', 'yearBorn': 1961, 'fiscalYear': 2024, 'totalPay': 1040671, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Frank  Gagnon', 'title': 'Manager of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. M. Benjamin Machlis', 'title': 'VP & General Counsel', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Melanie  Hennessey', 'title': 'Vice President of Corporate Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tricia  Pannier', 'title': 'Corporate Secretary', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,6
boardRisk,4
compensationRisk,10
shareHolderRightsRisk,8
overallRisk,8
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
irWebsite,http://www.novagold.com/section.asp?pageid=15797
executiveTeam,[]
