Metric,Value
address1,Compass House
address2,Guildford Street
city,Chertsey
zip,KT16 9BQ
country,United Kingdom
phone,44 1932 573 000
fax,44 1932 569 956
website,https://www.compass-group.com
industry,Restaurants
industryKey,restaurants
industryDisp,Restaurants
sector,Consumer Cyclical
sectorKey,consumer-cyclical
sectorDisp,Consumer Cyclical
longBusinessSummary,"Compass Group PLC provides food and support services in North America, Europe, Asia Pacific, and internationally. The company offers support services, such as cleaning in hospitals; reception services at corporate headquarters; managing remote camps; grounds and facilities services at schools and universities; and others. It serves business and industry; healthcare and senior living; education; sports and leisure; and defense, offshore, and remote sectors. The company was founded in 1941 and is based in Chertsey, the United Kingdom."
fullTimeEmployees,580000
companyOfficers,"[{'maxAge': 1, 'name': 'Mr. Dominic William Blakemore', 'age': 55, 'title': 'Group CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 3556000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Petros  Parras', 'age': 44, 'title': 'Group CFO & Director', 'yearBorn': 1980, 'fiscalYear': 2024, 'totalPay': 1768400, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Charles Palmer Brown', 'age': 53, 'title': 'Group COO of North America & Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 2870000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Alison Rebecca Yapp', 'age': 59, 'title': 'Group General Counsel & Company Secretary', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Michael  Young OBE', 'title': 'Director of Corporate Policy and Communications', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Deborah  Lee', 'age': 50, 'title': 'Group Chief People Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robin  Mills', 'age': 57, 'title': 'Chief Executive Officer of Compass Group UK & Ireland', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Gareth  Sharpe', 'title': 'Chief Financial Officer of UK & Ireland', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Shelley  Roberts ACA, BBusSci (Fin), GAICD', 'age': 49, 'title': 'Group Chief Commercial Officer', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Kathinka  Friis-Moller', 'age': 49, 'title': 'Chief Executive Officer of Europe & the Middle East', 'yearBorn': 1975, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]"
auditRisk,1
boardRisk,4
compensationRisk,1
shareHolderRightsRisk,1
overallRisk,2
governanceEpochDate,1748736000
compensationAsOfEpochDate,1735603200
executiveTeam,[]
maxAge,86400
priceHint,2
previousClose,2504.0
open,2498.0
dayLow,2473.0
dayHigh,2500.3606
regularMarketPreviousClose,2504.0
regularMarketOpen,2498.0
regularMarketDayLow,2473.0
regularMarketDayHigh,2500.3606
dividendRate,0.48
dividendYield,1.95
exDividendDate,1750291200
payoutRatio,0.6929
fiveYearAvgDividendYield,2.22
beta,0.64
trailingPE,39.63492
forwardPE,24.009617
volume,1882536
regularMarketVolume,1882536
averageVolume,3081634
averageVolume10days,3195439
averageDailyVolume10Day,3195439
bid,2489.0
ask,2490.0
bidSize,0
askSize,0
marketCap,42377334784
fiftyTwoWeekLow,2127.0
fiftyTwoWeekHigh,2853.0
priceToSalesTrailing12Months,0.96694505
fiftyDayAverage,2569.6
twoHundredDayAverage,2608.845
trailingAnnualDividendRate,0.617
trailingAnnualDividendYield,0.00024640575
currency,GBp
tradeable,False
enterpriseValue,48414990336
profitMargins,0.03336
floatShares,1689346530
sharesOutstanding,1697129984
heldPercentInsiders,0.0016699999
heldPercentInstitutions,0.74908996
impliedSharesOutstanding,1697129984
bookValue,4.104
priceToBook,608.4308
lastFiscalYearEnd,1727654400
nextFiscalYearEnd,1759190400
mostRecentQuarter,1743379200
earningsQuarterlyGrowth,0.067
netIncomeToCommon,1462000000
trailingEps,0.63
forwardEps,1.04
lastSplitFactor,25:26
lastSplitDate,1498521600
enterpriseToRevenue,1.105
enterpriseToEbitda,13.604
52WeekChange,0.1587007
SandP52WeekChange,0.12677538
lastDividendValue,0.226
